(La/Yb)N,(La/Nd)N,(Gd/Yb)N,Eu/Eu*,YbN,REE+Y,LREE,Sr/Y,Mn,Sr,Y,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,花岗岩类型
4.151622561,0.474802362,3.927206778,0.067784873,3358.474944,34092.38549,27282.42211,0.038630031,977.1818182,63.07932803,1632.909091,3304.519522,6629.014852,664.4545455,13772.72727,2849.172175,62.53374906,2710.426953,55.90909091,1245.710113,62.27272727,491.7367667,20.27272727,570.9407404,19.78516299,A型
3.794793913,0.508013419,2.732600788,0.068311672,4392.228719,37618.39651,30846.2709,0.057454533,1130,100.1049487,1742.333333,3950.221866,7944.224609,803.6666667,15387.5969,2701.801201,58.75966022,2466.453674,52,1139.223561,60.33333333,513.7359913,24.33333333,746.6788823,27.03350101,A型
3.012462561,0.490503819,1.939329731,0.100151933,5784.448456,41924.43277,34698.40803,0.032877578,2149.555556,67.27483114,2046.222222,4129.827956,10118.71114,899.2222222,16661.49871,2803.350382,85.79761981,2305.289315,49,1143.685855,62,575.8868062,29.44444444,983.3562376,31.13985559,A型
6.197585651,0.347003729,6.682665334,0.128152387,555.0914823,10418.61325,8785.66695,0.679233758,346.7,244.4901913,359.95,815.3338004,2180.836631,200.45,4649.709302,903.6024016,35.7348151,762.3003195,13.9,287.1485944,12.95,95.65605475,3.75,94.36555199,2.925777641,A型
5.303563831,0.32265696,6.551586281,0.103017051,1530.880332,25899.9392,21530.37413,0.56382464,846.125,538.4172923,954.9375,1924.231809,4729.366874,507.875,11801.59884,2488.742495,78.55911094,2061.102236,37.5625,749.748996,35.125,253.6447486,9.6875,260.2496564,7.506929473,A型
3.441832647,0.26419889,8.378764686,0.148316611,2494.900038,36984.65274,27737.01628,0.170557579,1070.441176,358.9033094,2104.294118,2035.125731,5316.895554,588.4117647,15243.50205,4341.12938,211.9518051,4295.809058,83.61764706,1715.095677,76.55882353,517.3530287,17.88235294,424.1330064,12.89274564,A型
5.731967872,0.407847746,6.468685604,0.110420226,1734.660882,26634.42405,21607.80243,0.46847746,2050.25,521.7667716,1113.75,2356.495846,4708.027134,468.375,11433.86628,2551.701134,89.33703775,2305.910543,43.375,909.6385542,42.125,295.6709313,11.25,294.89235,10.0092393,A型
3.748062276,0.338138188,6.02171953,0.114084487,3120.368624,38796.53723,29968.77357,0.112328633,1747.1,221.118915,1968.5,2771.794615,6270.887507,645.2,16221.51163,3912.608406,146.7714121,3861.341853,80.6,1697.590361,79.2,572.448676,21.4,530.4626661,16.22010061,A型
7.92316331,0.585796653,5.313710853,0.166367636,1385.601375,21791.35086,18361.86418,0.451848353,2884.842105,347.7329798,769.5789474,2601.867997,4811.579542,412.1052632,8789.473684,1659.000737,87.83695203,1513.031781,29.05263158,615.0919467,29.47368421,220.4857577,8.736842105,235.5522338,8.482864074,A型
3.32243317,0.4682135,2.925686414,0.164915025,6465.012447,53852.31583,42957.24693,0.311747913,2640.769231,938.5770442,3010.692308,5090.658516,10907.50968,1028.846154,21515.65295,4193.051778,221.5278494,3886.950111,80.76923077,1864.380599,93.38461538,788.6846863,35.46153846,1099.052116,35.69369754,A型
